terminal,scheduledTime,airlineName,iataCode,flightNumber,iataNumber,scheduledDay
4,23:00:00.000,american airlines,aa,8816,aa8816,2022-07-01
4,23:00:00.000,sa avianca,av,6045,av6045,2022-07-01
4,23:00:00.000,vueling,vy,5571,vy5571,2022-07-01
4,23:00:00.000,american airlines,aa,8765,aa8765,2022-07-01
4,23:00:00.000,iberia,ib,8851,ib8851,2022-07-01
4,23:05:00.000,latam airlines,la,1715,la1715,2022-07-01
4,23:05:00.000,american airlines,aa,8614,aa8614,2022-07-01
4,23:05:00.000,sa avianca,av,6055,av6055,2022-07-01
4,23:05:00.000,vueling,vy,5585,vy5585,2022-07-01
4,23:05:00.000,american airlines,aa,8737,aa8737,2022-07-01
4,23:05:00.000,iberia,ib,8879,ib8879,2022-07-01
2,23:10:00.000,korean air,ke,6377,ke6377,2022-07-01
2,23:10:00.000,air mauritius,mk,9564,mk9564,2022-07-01
2,23:10:00.000,china eastern airlines,mu,1761,mu1761,2022-07-01
2,23:10:00.000,air europa,ux,2232,ux2232,2022-07-01
2,23:10:00.000,air france,af,1400,af1400,2022-07-01
4s,23:10:00.000,vueling,vy,5066,vy5066,2022-07-01
4s,23:10:00.000,american airlines,aa,8592,aa8592,2022-07-01
4s,23:10:00.000,latam airlines,la,1532,la1532,2022-07-01
4s,23:10:00.000,iberia,ib,3105,ib3105,2022-07-01
4,23:10:00.000,vueling,vy,5195,vy5195,2022-07-01
4,23:10:00.000,latam airlines,la,1657,la1657,2022-07-01
4,23:10:00.000,iberia,ib,3281,ib3281,2022-07-01
2,23:10:00.000,air france,af,4793,af4793,2022-07-01
2,23:10:00.000,aeromexico,am,6824,am6824,2022-07-01
2,23:10:00.000,air europa,ux,6028,ux6028,2022-07-01
1,23:15:00.000,ryanair,fr,2012,fr2012,2022-07-01
4s,23:15:00.000,british airways,ba,7065,ba7065,2022-07-01
4s,23:15:00.000,american airlines,aa,8584,aa8584,2022-07-01
4s,23:15:00.000,latam airlines,la,1543,la1543,2022-07-01
4s,23:15:00.000,vueling,vy,5187,vy5187,2022-07-01
4s,23:15:00.000,jal,jl,6986,jl6986,2022-07-01
4s,23:15:00.000,iberia,ib,3179,ib3179,2022-07-01
No se ha encontrado la terminal de llegada.,23:15:00.000,swiftair,wt,125,wt125,2022-07-01
1,23:20:00.000,transavia,hv,4780,hv4780,2022-07-01
2,23:25:00.000,lufthansa,lh,5666,lh5666,2022-07-01
2,23:25:00.000,brussels airlines,sn,3731,sn3731,2022-07-01
2,23:25:00.000,etihad airways,ey,7404,ey7404,2022-07-01
2,23:25:00.000,kenya airways,kq,1707,kq1707,2022-07-01
2,23:25:00.000,xiamen airlines,mf,9361,mf9361,2022-07-01
2,23:25:00.000,china eastern airlines,mu,1846,mu1846,2022-07-01
2,23:25:00.000,klm,kl,1707,kl1707,2022-07-01
1,23:30:00.000,ryanair,fr,2085,fr2085,2022-07-01
1,23:30:00.000,lot - polish airlines,lo,4871,lo4871,2022-07-01
1,23:30:00.000,ana,nh,6141,nh6141,2022-07-01
1,23:30:00.000,lufthansa,lh,1120,lh1120,2022-07-01
4,23:30:00.000,hainan airlines,hu,8550,hu8550,2022-07-01
4,23:30:00.000,latam airlines,la,7097,la7097,2022-07-01
4,23:30:00.000,iberia express,i2,3921,i23921,2022-07-01
No se ha encontrado la terminal de llegada.,23:30:00.000,airest,,471,,2022-07-01
1,23:35:00.000,ryanair,fr,5318,fr5318,2022-07-01
No se ha encontrado la terminal de llegada.,23:45:00.000,swiftair,wt,104,wt104,2022-07-01
1,23:50:00.000,ryanair,fr,2914,fr2914,2022-07-01
1,23:55:00.000,ryanair,fr,2062,fr2062,2022-07-01
1,23:59:00.000,ryanair,fr,2529,fr2529,2022-07-01
4,23:59:00.000,iberia express,i2,3817,i23817,2022-07-01
1,00:05:00.000,ryanair,fr,5279,fr5279,2022-07-02
1,00:10:00.000,ryanair,fr,997,fr997,2022-07-02
4,00:15:00.000,latam airlines,la,1690,la1690,2022-07-02
4,00:15:00.000,iberia express,i2,3899,i23899,2022-07-02
1,00:20:00.000,azul,ad,7290,ad7290,2022-07-02
1,00:20:00.000,azores airlines,s4,8712,s48712,2022-07-02
1,00:20:00.000,tap air portugal,tp,1022,tp1022,2022-07-02
1,00:25:00.000,ryanair,fr,606,fr606,2022-07-02
4,00:30:00.000,plus ultra,pu,888,pu888,2022-07-02
4,00:30:00.000,empty,,2000,,2022-07-02
1,00:35:00.000,ryanair,fr,5431,fr5431,2022-07-02
No se ha encontrado la terminal de llegada.,00:40:00.000,swiftair,wt,185,wt185,2022-07-02
1,01:20:00.000,volotea,v7,5026,v75026,2022-07-02
1,01:20:00.000,aegean airlines,a3,702,a3702,2022-07-02
No se ha encontrado la terminal de llegada.,05:35:00.000,dhl air,d0,8930,d08930,2022-07-01
No se ha encontrado la terminal de llegada.,05:32:00.000,fedex,fx,6207,fx6207,2022-07-01
No se ha encontrado la terminal de llegada.,05:17:00.000,dhl air,d0,8288,d08288,2022-07-01
No se ha encontrado la terminal de llegada.,11:34:00.000,vistajet,,407,,2022-07-01
No se ha encontrado la terminal de llegada.,14:18:00.000,iberia,ib,2903,ib2903,2022-07-01
No se ha encontrado la terminal de llegada.,13:47:00.000,air nostrum,yw,5756,yw5756,2022-07-01
No se ha encontrado la terminal de llegada.,15:10:00.000,iberia,ib,2901,ib2901,2022-07-01
No se ha encontrado la terminal de llegada.,15:14:00.000,asl airlines ireland,ag,443,ag443,2022-07-01
No se ha encontrado la terminal de llegada.,16:48:00.000,vistajet,,503,,2022-07-01
No se ha encontrado la terminal de llegada.,16:52:00.000,asl airlines ireland,ag,471,ag471,2022-07-01
No se ha encontrado la terminal de llegada.,18:35:00.000,evelop airlines,e9,652,e9652,2022-07-01
No se ha encontrado la terminal de llegada.,18:47:00.000,mng airlines,mb,246,mb246,2022-07-01
No se ha encontrado la terminal de llegada.,18:50:00.000,iberia,ib,35,ib35,2022-07-01
No se ha encontrado la terminal de llegada.,17:25:00.000,asl airlines ireland,ag,471,ag471,2022-07-01
No se ha encontrado la terminal de llegada.,19:44:00.000,dhl air,d0,6260,d06260,2022-07-01
No se ha encontrado la terminal de llegada.,19:50:00.000,iberia,ib,2167,ib2167,2022-07-01
No se ha encontrado la terminal de llegada.,16:51:00.000,iberia,ib,7053,ib7053,2022-07-01
No se ha encontrado la terminal de llegada.,22:35:00.000,air europa,ux,4050,ux4050,2022-07-01
4s,23:59:00.000,iberia express,i2,3717,i23717,2022-07-01
No se ha encontrado la terminal de llegada.,01:49:00.000,iberia,ib,2,ib2,2022-07-02
